,ride_id,seat_number,travel_from,max_capacity,travel_time_in_seconds,car_type_Bus,car_type_shuttle,payment_method_Cash,payment_method_Mpesa,new_time_frame
20568,9412,0,325,1,425,1,0,0,1,100
20569,9412,0,325,1,425,1,0,0,1,100
20570,9432,0,270,1,424,1,0,0,1,100
20571,9433,0,270,0,320,0,1,0,1,100
20572,9433,0,270,0,320,0,1,0,1,100
20573,9434,0,270,0,310,0,1,0,1,100
20574,9435,0,15,1,420,1,0,0,1,100
20575,9435,0,15,1,420,1,0,0,1,100
20576,9435,0,15,1,420,1,0,0,1,100
20577,9412,0,325,1,425,1,0,0,1,100
20578,9436,0,371,1,428,1,0,0,1,100
20579,9416,0,363,1,424,1,0,0,1,100
20580,9442,0,306,1,426,1,0,0,1,100
20581,9442,0,306,1,426,1,0,0,1,100
20582,9442,0,306,1,426,1,0,0,1,100
20583,9442,0,306,1,426,1,0,0,1,100
20584,9442,0,306,1,426,1,0,0,1,100
20585,9442,0,306,1,426,1,0,0,1,100
20586,9442,0,306,1,426,1,0,0,1,100
20587,9442,0,306,1,426,1,0,0,1,100
20588,9442,0,306,1,426,1,0,0,1,100
20589,9442,0,306,1,426,1,0,0,1,100
20590,9444,0,306,0,640,0,1,0,1,100
20591,9416,0,363,1,424,1,0,0,1,100
20592,9444,0,306,0,640,0,1,0,1,100
20593,9444,0,306,0,640,0,1,0,1,100
20594,9444,0,306,0,640,0,1,0,1,100
20595,9444,0,306,0,640,0,1,0,1,100
20596,9444,0,306,0,640,0,1,0,1,100
20597,9444,0,306,0,640,0,1,0,1,100
20598,9442,0,306,1,426,1,0,0,1,100
20599,9444,0,306,0,640,0,1,0,1,100
20600,9444,0,306,0,640,0,1,0,1,100
20601,9444,0,306,0,640,0,1,0,1,100
20602,9444,0,306,0,640,0,1,0,1,100
20603,9442,0,306,1,426,1,0,0,1,100
20604,9445,0,306,0,630,0,1,0,1,100
20605,9445,0,306,0,630,0,1,0,1,100
20606,9445,0,306,0,630,0,1,0,1,100
20607,9445,0,306,0,630,0,1,0,1,100
20608,9445,0,306,0,630,0,1,0,1,100
20609,9445,0,306,0,630,0,1,0,1,100
20610,9442,0,306,1,426,1,0,0,1,100
20611,9445,0,306,0,630,0,1,0,1,100
20612,9445,0,306,0,630,0,1,0,1,100
20613,9445,0,306,0,630,0,1,0,1,100
20614,9445,0,306,0,630,0,1,0,1,100
20615,9445,0,306,0,630,0,1,0,1,100
20616,9446,0,306,0,620,0,1,0,1,100
20617,9446,0,306,0,620,0,1,0,1,100
20618,9442,0,306,1,426,1,0,0,1,100
20619,9446,0,306,0,620,0,1,0,1,100
20620,9446,0,306,0,620,0,1,0,1,100
20621,9446,0,306,0,620,0,1,0,1,100
20622,9446,0,306,0,620,0,1,0,1,100
20623,9447,0,306,0,600,0,1,0,1,100
20624,9446,0,306,0,620,0,1,0,1,100
20625,9447,0,306,0,600,0,1,0,1,100
20626,9446,0,306,0,620,0,1,0,1,100
20627,9446,0,306,0,620,0,1,0,1,100
20628,9446,0,306,0,620,0,1,0,1,100
20629,9447,0,306,0,600,0,1,0,1,100
20630,9447,0,306,0,600,0,1,0,1,100
20631,9447,0,306,0,600,0,1,0,1,100
20632,9447,0,306,0,600,0,1,0,1,100
20633,9447,0,306,0,600,0,1,0,1,100
20634,9447,0,306,0,600,0,1,0,1,100
20635,9447,0,306,0,600,0,1,0,1,100
20636,9442,0,306,1,426,1,0,0,1,100
20637,9447,0,306,0,600,0,1,0,1,100
20638,9447,0,306,0,600,0,1,0,1,100
20639,9448,0,306,0,610,0,1,0,1,100
20640,9449,0,363,1,424,1,0,0,1,100
20641,9450,0,280,1,424,1,0,0,1,100
20642,9451,0,331,1,424,1,0,0,1,100
20643,9450,0,280,1,424,1,0,0,1,100
20644,9448,0,306,0,610,0,1,0,1,100
20645,9452,0,331,1,429,1,0,0,1,100
20646,9453,0,15,1,1147,1,0,0,1,100
20647,9453,0,15,1,1147,1,0,0,1,100
20648,9454,0,363,1,429,1,0,0,1,100
20649,9452,0,331,1,429,1,0,0,1,100
20650,9453,0,15,1,1147,1,0,0,1,100
20651,9454,0,363,1,429,1,0,0,1,100
20652,9454,0,363,1,429,1,0,0,1,100
20653,9454,0,363,1,429,1,0,0,1,100
20654,9448,0,306,0,610,0,1,0,1,100
20655,9453,0,15,1,1147,1,0,0,1,100
20656,9452,0,331,1,429,1,0,0,1,100
20657,9454,0,363,1,429,1,0,0,1,100
20658,9454,0,363,1,429,1,0,0,1,100
20659,9455,0,331,1,425,1,0,0,1,100
20660,9455,0,331,1,425,1,0,0,1,100
20661,9453,0,15,1,1147,1,0,0,1,100
20662,9456,0,331,1,430,1,0,0,1,100
20663,9454,0,363,1,429,1,0,0,1,100
20664,9454,0,363,1,429,1,0,0,1,100
20665,9448,0,306,0,610,0,1,0,1,100
20666,9453,0,15,1,1147,1,0,0,1,100
20667,9448,0,306,0,610,0,1,0,1,100
20668,9448,0,306,0,610,0,1,0,1,100
20669,9448,0,306,0,610,0,1,0,1,100
20670,9453,0,15,1,1147,1,0,0,1,100
20671,9442,0,306,1,426,1,0,0,1,100
20672,9457,0,306,0,590,0,1,0,1,100
20673,9458,0,306,0,580,0,1,0,1,100
20674,9458,0,306,0,580,0,1,0,1,100
20675,9450,0,280,1,424,1,0,0,1,100
20676,9454,0,363,1,429,1,0,0,1,100
20677,9454,0,363,1,429,1,0,0,1,100
20678,9459,0,371,1,432,1,0,0,1,100
20679,9458,0,306,0,580,0,1,0,1,100
20680,9460,0,280,1,422,1,0,0,1,100
20681,9460,0,280,1,422,1,0,0,1,100
20682,9458,0,306,0,580,0,1,0,1,100
20683,9458,0,306,0,580,0,1,0,1,100
20684,9454,0,363,1,429,1,0,0,1,100
20685,9455,0,331,1,425,1,0,0,1,100
20686,9455,0,331,1,425,1,0,0,1,100
20687,9458,0,306,0,580,0,1,0,1,100
20688,9458,0,306,0,580,0,1,0,1,100
20689,9458,0,306,0,580,0,1,0,1,100
20690,9456,0,331,1,430,1,0,0,1,100
20691,9450,0,280,1,424,1,0,0,1,100
20692,9461,0,306,0,570,0,1,0,1,100
20693,9461,0,306,0,570,0,1,0,1,100
20694,9461,0,306,0,570,0,1,0,1,100
20695,9461,0,306,0,570,0,1,0,1,100
20696,9461,0,306,0,570,0,1,0,1,100
20697,9461,0,306,0,570,0,1,0,1,100
20698,9461,0,306,0,570,0,1,0,1,100
20699,9454,0,363,1,429,1,0,0,1,100
20700,9455,0,331,1,425,1,0,0,1,100
20701,9462,0,306,0,560,0,1,0,1,100
20702,9461,0,306,0,570,0,1,0,1,100
20703,9462,0,306,0,560,0,1,0,1,100
20704,9454,0,363,1,429,1,0,0,1,100
20705,9462,0,306,0,560,0,1,0,1,100
20706,9462,0,306,0,560,0,1,0,1,100
20707,9461,0,306,0,570,0,1,0,1,100
20708,9463,0,306,0,550,0,1,0,1,100
20709,9464,0,280,0,570,0,1,0,1,100
20710,9450,0,280,1,424,1,0,0,1,100
20711,9463,0,306,0,550,0,1,0,1,100
20712,9454,0,363,1,429,1,0,0,1,100
20713,9462,0,306,0,560,0,1,0,1,100
20714,9454,0,363,1,429,1,0,0,1,100
20715,9462,0,306,0,560,0,1,0,1,100
20716,9462,0,306,0,560,0,1,0,1,100
20717,9462,0,306,0,560,0,1,0,1,100
20718,9462,0,306,0,560,0,1,0,1,100
20719,9462,0,306,0,560,0,1,0,1,100
20720,9462,0,306,0,560,0,1,0,1,100
20721,9465,0,306,0,490,0,1,0,1,100
20722,9463,0,306,0,550,0,1,0,1,100
20723,9463,0,306,0,550,0,1,0,1,100
20724,9463,0,306,0,550,0,1,0,1,100
20725,9463,0,306,0,550,0,1,0,1,100
20726,9466,0,280,1,426,1,0,0,1,100
20727,9461,0,306,0,570,0,1,0,1,100
20728,9456,0,331,1,430,1,0,0,1,100
20729,9453,0,15,1,1147,1,0,0,1,100
20730,9454,0,363,1,429,1,0,0,1,100
20731,9459,0,371,1,432,1,0,0,1,100
20732,9453,0,15,1,1147,1,0,0,1,100
20733,9450,0,280,1,424,1,0,0,1,100
20734,9463,0,306,0,550,0,1,0,1,100
20735,9463,0,306,0,550,0,1,0,1,100
20736,9453,0,15,1,1147,1,0,0,1,100
20737,9453,0,15,1,1147,1,0,0,1,100
20738,9463,0,306,0,550,0,1,0,1,100
20739,9442,0,306,1,426,1,0,0,1,100
20740,9467,0,306,0,540,0,1,0,1,100
20741,9467,0,306,0,540,0,1,0,1,100
20742,9467,0,306,0,540,0,1,0,1,100
20743,9467,0,306,0,540,0,1,0,1,100
20744,9467,0,306,0,540,0,1,0,1,100
20745,9450,0,280,1,424,1,0,0,1,100
20746,9467,0,306,0,540,0,1,0,1,100
20747,9454,0,363,1,429,1,0,0,1,100
20748,9467,0,306,0,540,0,1,0,1,100
20749,9468,0,306,0,530,0,1,0,1,100
20750,9467,0,306,0,540,0,1,0,1,100
20751,9467,0,306,0,540,0,1,0,1,100
20752,9450,0,280,1,424,1,0,0,1,100
20753,9454,0,363,1,429,1,0,0,1,100
20754,9463,0,306,0,550,0,1,0,1,100
20755,9468,0,306,0,530,0,1,0,1,100
20756,9467,0,306,0,540,0,1,0,1,100
20757,9467,0,306,0,540,0,1,0,1,100
20758,9468,0,306,0,530,0,1,0,1,100
20759,9468,0,306,0,530,0,1,0,1,100
20760,9468,0,306,0,530,0,1,0,1,100
20761,9468,0,306,0,530,0,1,0,1,100
20762,9459,0,371,1,432,1,0,0,1,100
20763,9459,0,371,1,432,1,0,0,1,100
20764,9468,0,306,0,530,0,1,0,1,100
20765,9465,0,306,0,490,0,1,0,1,100
20766,9468,0,306,0,530,0,1,0,1,100
20767,9468,0,306,0,530,0,1,0,1,100
20768,9468,0,306,0,530,0,1,0,1,100
20769,9468,0,306,0,530,0,1,0,1,100
20770,9469,0,306,0,520,0,1,0,1,100
20771,9469,0,306,0,520,0,1,0,1,100
20772,9470,0,306,0,510,0,1,0,1,100
20773,9469,0,306,0,520,0,1,0,1,100
20774,9456,0,331,1,430,1,0,0,1,100
20775,9469,0,306,0,520,0,1,0,1,100
20776,9469,0,306,0,520,0,1,0,1,100
20777,9469,0,306,0,520,0,1,0,1,100
20778,9469,0,306,0,520,0,1,0,1,100
20779,9456,0,331,1,430,1,0,0,1,100
20780,9469,0,306,0,520,0,1,0,1,100
20781,9469,0,306,0,520,0,1,0,1,100
20782,9469,0,306,0,520,0,1,0,1,100
20783,9469,0,306,0,520,0,1,0,1,100
20784,9470,0,306,0,510,0,1,0,1,100
20785,9470,0,306,0,510,0,1,0,1,100
20786,9470,0,306,0,510,0,1,0,1,100
20787,9453,0,15,1,1147,1,0,0,1,100
20788,9470,0,306,0,510,0,1,0,1,100
20789,9459,0,371,1,432,1,0,0,1,100
20790,9471,0,306,0,500,0,1,0,1,100
20791,9470,0,306,0,510,0,1,0,1,100
20792,9470,0,306,0,510,0,1,0,1,100
20793,9453,0,15,1,1147,1,0,0,1,100
20794,9470,0,306,0,510,0,1,0,1,100
20795,9470,0,306,0,510,0,1,0,1,100
20796,9470,0,306,0,510,0,1,0,1,100
20797,9470,0,306,0,510,0,1,0,1,100
20798,9471,0,306,0,500,0,1,0,1,100
20799,9471,0,306,0,500,0,1,0,1,100
20800,9471,0,306,0,500,0,1,0,1,100
20801,9471,0,306,0,500,0,1,0,1,100
20802,9471,0,306,0,500,0,1,0,1,100
20803,9471,0,306,0,500,0,1,0,1,100
20804,9471,0,306,0,500,0,1,0,1,100
20805,9471,0,306,0,500,0,1,0,1,100
20806,9471,0,306,0,500,0,1,0,1,100
20807,9471,0,306,0,500,0,1,0,1,100
20808,9465,0,306,0,490,0,1,0,1,100
20809,9465,0,306,0,490,0,1,0,1,100
20810,9465,0,306,0,490,0,1,0,1,100
20811,9465,0,306,0,490,0,1,0,1,100
20812,9465,0,306,0,490,0,1,0,1,100
20813,9465,0,306,0,490,0,1,0,1,100
20814,9465,0,306,0,490,0,1,0,1,100
20815,9465,0,306,0,490,0,1,0,1,100
20816,9472,0,306,1,1143,1,0,0,1,100
20817,9473,0,306,0,480,0,1,0,1,100
20818,9473,0,306,0,480,0,1,0,1,100
20819,9473,0,306,0,480,0,1,0,1,100
20820,9473,0,306,0,480,0,1,0,1,100
20821,9473,0,306,0,480,0,1,0,1,100
20822,9473,0,306,0,480,0,1,0,1,100
20823,9472,0,306,1,1143,1,0,0,1,100
20824,9459,0,371,1,432,1,0,0,1,100
20825,9459,0,371,1,432,1,0,0,1,100
20826,9465,0,306,0,490,0,1,0,1,100
20827,9473,0,306,0,480,0,1,0,1,100
20828,9473,0,306,0,480,0,1,0,1,100
20829,9474,0,306,0,470,0,1,0,1,100
20830,9474,0,306,0,470,0,1,0,1,100
20831,9474,0,306,0,470,0,1,0,1,100
20832,9474,0,306,0,470,0,1,0,1,100
20833,9474,0,306,0,470,0,1,0,1,100
20834,9474,0,306,0,470,0,1,0,1,100
20835,9474,0,306,0,470,0,1,0,1,100
20836,9474,0,306,0,470,0,1,0,1,100
20837,9474,0,306,0,470,0,1,0,1,100
20838,9454,0,363,1,429,1,0,0,1,100
20839,9474,0,306,0,470,0,1,0,1,100
20840,9475,0,306,0,460,0,1,0,1,100
20841,9473,0,306,0,480,0,1,0,1,100
20842,9475,0,306,0,460,0,1,0,1,100
20843,9475,0,306,0,460,0,1,0,1,100
20844,9476,0,306,1,427,1,0,0,1,100
20845,9475,0,306,0,460,0,1,0,1,100
20846,9475,0,306,0,460,0,1,0,1,100
20847,9475,0,306,0,460,0,1,0,1,100
20848,9473,0,306,0,480,0,1,0,1,100
20849,9473,0,306,0,480,0,1,0,1,100
20850,9475,0,306,0,460,0,1,0,1,100
20851,9475,0,306,0,460,0,1,0,1,100
20852,9454,0,363,1,429,1,0,0,1,100
20853,9454,0,363,1,429,1,0,0,1,100
20854,9459,0,371,1,432,1,0,0,1,100
20855,9475,0,306,0,460,0,1,0,1,100
20856,9475,0,306,0,460,0,1,0,1,100
20857,9476,0,306,1,427,1,0,0,1,100
20858,9476,0,306,1,427,1,0,0,1,100
20859,9476,0,306,1,427,1,0,0,1,100
20860,9454,0,363,1,429,1,0,0,1,100
20861,9477,0,270,1,427,1,0,0,1,100
20862,9478,0,306,0,450,0,1,0,1,100
20863,9476,0,306,1,427,1,0,0,1,100
20864,9476,0,306,1,427,1,0,0,1,100
20865,9478,0,306,0,450,0,1,0,1,100
20866,9475,0,306,0,460,0,1,0,1,100
20867,9478,0,306,0,450,0,1,0,1,100
20868,9478,0,306,0,450,0,1,0,1,100
20869,9478,0,306,0,450,0,1,0,1,100
20870,9478,0,306,0,450,0,1,0,1,100
20871,9478,0,306,0,450,0,1,0,1,100
20872,9478,0,306,0,450,0,1,0,1,100
20873,9478,0,306,0,450,0,1,0,1,100
20874,9478,0,306,0,450,0,1,0,1,100
20875,9478,0,306,0,450,0,1,0,1,100
20876,9453,0,15,1,1147,1,0,0,1,100
20877,9459,0,371,1,432,1,0,0,1,100
20878,9479,0,306,0,440,0,1,0,1,100
20879,9479,0,306,0,440,0,1,0,1,100
20880,9479,0,306,0,440,0,1,0,1,100
20881,9479,0,306,0,440,0,1,0,1,100
20882,9479,0,306,0,440,0,1,0,1,100
20883,9454,0,363,1,429,1,0,0,1,100
20884,9454,0,363,1,429,1,0,0,1,100
20885,9479,0,306,0,440,0,1,0,1,100
20886,9479,0,306,0,440,0,1,0,1,100
20887,9442,0,306,1,426,1,0,0,1,100
20888,9442,0,306,1,426,1,0,0,1,100
20889,9442,0,306,1,426,1,0,0,1,100
20890,9442,0,306,1,426,1,0,0,1,100
20891,9442,0,306,1,426,1,0,0,1,100
20892,9442,0,306,1,426,1,0,0,1,100
20893,9442,0,306,1,426,1,0,0,1,100
20894,9480,0,306,0,429,0,1,0,1,100
20895,9442,0,306,1,426,1,0,0,1,100
20896,9480,0,306,0,429,0,1,0,1,100
20897,9480,0,306,0,429,0,1,0,1,100
20898,9480,0,306,0,429,0,1,0,1,100
20899,9442,0,306,1,426,1,0,0,1,100
20900,9442,0,306,1,426,1,0,0,1,100
20901,9480,0,306,0,429,0,1,0,1,100
20902,9481,0,306,0,420,0,1,0,1,100
20903,9481,0,306,0,420,0,1,0,1,100
20904,9481,0,306,0,420,0,1,0,1,100
20905,9481,0,306,0,420,0,1,0,1,100
20906,9480,0,306,0,429,0,1,0,1,100
20907,9480,0,306,0,429,0,1,0,1,100
20908,9482,0,371,1,435,1,0,0,1,100
20909,9483,0,371,1,420,1,0,0,1,100
20910,9442,0,306,1,426,1,0,0,1,100
20911,9442,0,306,1,426,1,0,0,1,100
20912,9484,0,270,0,429,0,1,0,1,100
20913,9481,0,306,0,420,0,1,0,1,100
20914,9451,0,331,1,424,1,0,0,1,100
20915,9451,0,331,1,424,1,0,0,1,100
20916,9481,0,306,0,420,0,1,0,1,100
20917,9451,0,331,1,424,1,0,0,1,100
20918,9481,0,306,0,420,0,1,0,1,100
20919,9451,0,331,1,424,1,0,0,1,100
20920,9485,0,270,0,420,0,1,0,1,100
20921,9450,0,280,1,424,1,0,0,1,100
20922,9481,0,306,0,420,0,1,0,1,100
20923,9481,0,306,0,420,0,1,0,1,100
20924,9485,0,270,0,420,0,1,0,1,100
20925,9481,0,306,0,420,0,1,0,1,100
20926,9486,0,306,0,310,0,1,0,1,100
20927,9487,0,306,0,300,0,1,0,1,100
20928,9487,0,306,0,300,0,1,0,1,100
20929,9452,0,331,1,429,1,0,0,1,100
20930,9449,0,363,1,424,1,0,0,1,100
20931,9485,0,270,0,420,0,1,0,1,100
20932,9449,0,363,1,424,1,0,0,1,100
20933,9485,0,270,0,420,0,1,0,1,100
20934,9485,0,270,0,420,0,1,0,1,100
20935,9454,0,363,1,429,1,0,0,1,100
20936,9449,0,363,1,424,1,0,0,1,100
20937,9449,0,363,1,424,1,0,0,1,100
20938,9449,0,363,1,424,1,0,0,1,100
20939,9482,0,371,1,435,1,0,0,1,100
20940,9482,0,371,1,435,1,0,0,1,100
20941,9449,0,363,1,424,1,0,0,1,100
20942,9482,0,371,1,435,1,0,0,1,100
20943,9453,0,15,1,1147,1,0,0,1,100
20944,9449,0,363,1,424,1,0,0,1,100
20945,9487,0,306,0,300,0,1,0,1,100
20946,9488,0,270,0,360,0,1,0,1,100
20947,9488,0,270,0,360,0,1,0,1,100
20948,9449,0,363,1,424,1,0,0,1,100
20949,9449,0,363,1,424,1,0,0,1,100
20950,9487,0,306,0,300,0,1,0,1,100
20951,9487,0,306,0,300,0,1,0,1,100
20952,9455,0,331,1,425,1,0,0,1,100
20953,9449,0,363,1,424,1,0,0,1,100
20954,9489,0,15,1,420,1,0,0,1,100
20955,9489,0,15,1,420,1,0,0,1,100
20956,9489,0,15,1,420,1,0,0,1,100
20957,9455,0,331,1,425,1,0,0,1,100
20958,9449,0,363,1,424,1,0,0,1,100
20959,9449,0,363,1,424,1,0,0,1,100
20960,9449,0,363,1,424,1,0,0,1,100
20961,9454,0,363,1,429,1,0,0,1,100
20962,9449,0,363,1,424,1,0,0,1,100
20963,9487,0,306,0,300,0,1,0,1,100
20964,9454,0,363,1,429,1,0,0,1,100
20965,9449,0,363,1,424,1,0,0,1,100
20966,9449,0,363,1,424,1,0,0,1,100
20967,9449,0,363,1,424,1,0,0,1,100
20968,9454,0,363,1,429,1,0,0,1,100
20969,9490,0,371,1,428,1,0,0,1,100
20970,9487,0,306,0,300,0,1,0,1,100
20971,9487,0,306,0,300,0,1,0,1,100
20972,9487,0,306,0,300,0,1,0,1,100
20973,9487,0,306,0,300,0,1,0,1,100
20974,9487,0,306,0,300,0,1,0,1,100
20975,9442,0,306,1,426,1,0,0,1,100
20976,9442,0,306,1,426,1,0,0,1,100
20977,9477,0,270,1,427,1,0,0,1,100
20978,9502,0,306,1,426,1,0,0,1,100
20979,9502,0,306,1,426,1,0,0,1,100
20980,9502,0,306,1,426,1,0,0,1,100
20981,9502,0,306,1,426,1,0,0,1,100
20982,9502,0,306,1,426,1,0,0,1,100
20983,9502,0,306,1,426,1,0,0,1,100
20984,9502,0,306,1,426,1,0,0,1,100
20985,9502,0,306,1,426,1,0,0,1,100
20986,9502,0,306,1,426,1,0,0,1,100
20987,9502,0,306,1,426,1,0,0,1,100
20988,9502,0,306,1,426,1,0,0,1,100
20989,9502,0,306,1,426,1,0,0,1,100
20990,9502,0,306,1,426,1,0,0,1,100
20991,9502,0,306,1,426,1,0,0,1,100
20992,9502,0,306,1,426,1,0,0,1,100
20993,9502,0,306,1,426,1,0,0,1,100
20994,9502,0,306,1,426,1,0,0,1,100
20995,9502,0,306,1,426,1,0,0,1,100
20996,9502,0,306,1,426,1,0,0,1,100
20997,9502,0,306,1,426,1,0,0,1,100
20998,9502,0,306,1,426,1,0,0,1,100
20999,9502,0,306,1,426,1,0,0,1,100
21000,9503,0,306,1,422,1,0,0,1,100
21001,9503,0,306,1,422,1,0,0,1,100
21002,9502,0,306,1,426,1,0,0,1,100
21003,9503,0,306,1,422,1,0,0,1,100
21004,9504,0,306,0,630,0,1,0,1,100
21005,9504,0,306,0,630,0,1,0,1,100
21006,9504,0,306,0,630,0,1,0,1,100
21007,9505,0,306,0,620,0,1,0,1,100
21008,9505,0,306,0,620,0,1,0,1,100
21009,9505,0,306,0,620,0,1,0,1,100
21010,9506,0,331,1,424,1,0,0,1,100
21011,9507,0,280,1,424,1,0,0,1,100
21012,9508,0,15,1,1147,1,0,0,1,100
21013,9508,0,15,1,1147,1,0,0,1,100
21014,9509,0,325,1,425,1,0,0,1,100
21015,9510,0,325,1,424,1,0,0,1,100
21016,9510,0,325,1,424,1,0,0,1,100
21017,9511,0,363,1,424,1,0,0,1,100
21018,9505,0,306,0,620,0,1,0,1,100
21019,9508,0,15,1,1147,1,0,0,1,100
21020,9512,0,363,1,429,1,0,0,1,100
21021,9508,0,15,1,1147,1,0,0,1,100
21022,9513,0,371,1,428,1,0,0,1,100
21023,9508,0,15,1,1147,1,0,0,1,100
21024,9508,0,15,1,1147,1,0,0,1,100
21025,9508,0,15,1,1147,1,0,0,1,100
21026,9508,0,15,1,1147,1,0,0,1,100
21027,9508,0,15,1,1147,1,0,0,1,100
21028,9514,0,371,1,432,1,0,0,1,100
21029,9514,0,371,1,432,1,0,0,1,100
21030,9508,0,15,1,1147,1,0,0,1,100
21031,9515,0,331,1,425,1,0,0,1,100
21032,9515,0,331,1,425,1,0,0,1,100
21033,9515,0,331,1,425,1,0,0,1,100
21034,9514,0,371,1,432,1,0,0,1,100
21035,9508,0,15,1,1147,1,0,0,1,100
21036,9508,0,15,1,1147,1,0,0,1,100
21037,9512,0,363,1,429,1,0,0,1,100
21038,9512,0,363,1,429,1,0,0,1,100
21039,9508,0,15,1,1147,1,0,0,1,100
21040,9506,0,331,1,424,1,0,0,1,100
21041,9508,0,15,1,1147,1,0,0,1,100
21042,9514,0,371,1,432,1,0,0,1,100
21043,9508,0,15,1,1147,1,0,0,1,100
21044,9515,0,331,1,425,1,0,0,1,100
21045,9513,0,371,1,428,1,0,0,1,100
21046,9516,0,363,1,430,1,0,0,1,100
21047,9514,0,371,1,432,1,0,0,1,100
21048,9512,0,363,1,429,1,0,0,1,100
21049,9512,0,363,1,429,1,0,0,1,100
21050,9517,0,270,0,340,0,1,0,1,100
21051,9517,0,270,0,340,0,1,0,1,100
21052,9514,0,371,1,432,1,0,0,1,100
21053,9518,0,371,1,435,1,0,0,1,100
21054,9518,0,371,1,435,1,0,0,1,100
21055,9515,0,331,1,425,1,0,0,1,100
21056,9518,0,371,1,435,1,0,0,1,100
21057,9505,0,306,0,620,0,1,0,1,100
21058,9515,0,331,1,425,1,0,0,1,100
21059,9508,0,15,1,1147,1,0,0,1,100
21060,9512,0,363,1,429,1,0,0,1,100
21061,9514,0,371,1,432,1,0,0,1,100
21062,9505,0,306,0,620,0,1,0,1,100
21063,9505,0,306,0,620,0,1,0,1,100
21064,9512,0,363,1,429,1,0,0,1,100
21065,9508,0,15,1,1147,1,0,0,1,100
21066,9513,0,371,1,428,1,0,0,1,100
21067,9505,0,306,0,620,0,1,0,1,100
21068,9514,0,371,1,432,1,0,0,1,100
21069,9514,0,371,1,432,1,0,0,1,100
21070,9512,0,363,1,429,1,0,0,1,100
21071,9505,0,306,0,620,0,1,0,1,100
21072,9512,0,363,1,429,1,0,0,1,100
21073,9512,0,363,1,429,1,0,0,1,100
21074,9515,0,331,1,425,1,0,0,1,100
21075,9505,0,306,0,620,0,1,0,1,100
21076,9505,0,306,0,620,0,1,0,1,100
21077,9519,0,306,0,610,0,1,0,1,100
21078,9515,0,331,1,425,1,0,0,1,100
21079,9519,0,306,0,610,0,1,0,1,100
21080,9519,0,306,0,610,0,1,0,1,100
21081,9519,0,306,0,610,0,1,0,1,100
21082,9519,0,306,0,610,0,1,0,1,100
21083,9512,0,363,1,429,1,0,0,1,100
21084,9519,0,306,0,610,0,1,0,1,100
21085,9519,0,306,0,610,0,1,0,1,100
21086,9519,0,306,0,610,0,1,0,1,100
21087,9519,0,306,0,610,0,1,0,1,100
21088,9507,0,280,1,424,1,0,0,1,100
21089,9519,0,306,0,610,0,1,0,1,100
21090,9519,0,306,0,610,0,1,0,1,100
21091,9520,0,306,0,600,0,1,0,1,100
21092,9508,0,15,1,1147,1,0,0,1,100
21093,9520,0,306,0,600,0,1,0,1,100
21094,9514,0,371,1,432,1,0,0,1,100
21095,9520,0,306,0,600,0,1,0,1,100
21096,9507,0,280,1,424,1,0,0,1,100
21097,9520,0,306,0,600,0,1,0,1,100
21098,9514,0,371,1,432,1,0,0,1,100
21099,9520,0,306,0,600,0,1,0,1,100
21100,9520,0,306,0,600,0,1,0,1,100
21101,9513,0,371,1,428,1,0,0,1,100
21102,9513,0,371,1,428,1,0,0,1,100
21103,9520,0,306,0,600,0,1,0,1,100
21104,9521,0,325,1,434,1,0,0,1,100
21105,9520,0,306,0,600,0,1,0,1,100
21106,9522,0,306,0,590,0,1,0,1,100
21107,9523,0,306,0,580,0,1,0,1,100
21108,9522,0,306,0,590,0,1,0,1,100
21109,9508,0,15,1,1147,1,0,0,1,100
21110,9508,0,15,1,1147,1,0,0,1,100
21111,9512,0,363,1,429,1,0,0,1,100
21112,9512,0,363,1,429,1,0,0,1,100
21113,9512,0,363,1,429,1,0,0,1,100
21114,9522,0,306,0,590,0,1,0,1,100
21115,9522,0,306,0,590,0,1,0,1,100
21116,9522,0,306,0,590,0,1,0,1,100
21117,9524,0,306,0,570,0,1,0,1,100
21118,9522,0,306,0,590,0,1,0,1,100
21119,9525,0,306,1,1146,1,0,0,1,100
21120,9523,0,306,0,580,0,1,0,1,100
21121,9523,0,306,0,580,0,1,0,1,100
21122,9522,0,306,0,590,0,1,0,1,100
21123,9507,0,280,1,424,1,0,0,1,100
21124,9522,0,306,0,590,0,1,0,1,100
21125,9522,0,306,0,590,0,1,0,1,100
21126,9523,0,306,0,580,0,1,0,1,100
21127,9524,0,306,0,570,0,1,0,1,100
21128,9524,0,306,0,570,0,1,0,1,100
21129,9523,0,306,0,580,0,1,0,1,100
21130,9523,0,306,0,580,0,1,0,1,100
21131,9524,0,306,0,570,0,1,0,1,100
21132,9523,0,306,0,580,0,1,0,1,100
21133,9514,0,371,1,432,1,0,0,1,100
21134,9514,0,371,1,432,1,0,0,1,100
21135,9523,0,306,0,580,0,1,0,1,100
21136,9524,0,306,0,570,0,1,0,1,100
21137,9514,0,371,1,432,1,0,0,1,100
21138,9524,0,306,0,570,0,1,0,1,100
21139,9524,0,306,0,570,0,1,0,1,100
21140,9526,0,306,0,560,0,1,0,1,100
21141,9523,0,306,0,580,0,1,0,1,100
21142,9523,0,306,0,580,0,1,0,1,100
21143,9523,0,306,0,580,0,1,0,1,100
21144,9512,0,363,1,429,1,0,0,1,100
21145,9524,0,306,0,570,0,1,0,1,100
